,continent,location,date,value,country_num,region,subregion,country_name,policy,name
291,Europe,Norway,2021-10-10,2.103,2,Eldoril,West,Eldoril West,B,Eldoril West
292,Europe,Norway,2021-10-17,1.998,2,Eldoril,West,Eldoril West,B,Eldoril West
293,Europe,Norway,2021-10-24,1.998,2,Eldoril,West,Eldoril West,B,Eldoril West
294,Europe,Norway,2021-10-31,1.972,2,Eldoril,West,Eldoril West,B,Eldoril West
295,Europe,Norway,2021-11-07,2.708,2,Eldoril,West,Eldoril West,B,Eldoril West
296,Europe,Norway,2021-11-14,3.628,2,Eldoril,West,Eldoril West,B,Eldoril West
297,Europe,Norway,2021-11-21,4.837,2,Eldoril,West,Eldoril West,B,Eldoril West
298,Europe,Norway,2021-11-28,6.099,2,Eldoril,West,Eldoril West,B,Eldoril West
299,Europe,Norway,2021-12-05,7.334,2,Eldoril,West,Eldoril West,B,Eldoril West
300,Europe,Norway,2021-12-12,8.99,2,Eldoril,West,Eldoril West,B,Eldoril West
301,Europe,Norway,2021-12-19,9.595,2,Eldoril,West,Eldoril West,B,Eldoril West
302,Europe,Norway,2021-12-26,9.122,2,Eldoril,West,Eldoril West,B,Eldoril West
303,Europe,Norway,2022-01-02,9.437,2,Eldoril,West,Eldoril West,B,Eldoril West
304,Europe,Norway,2022-01-09,9.332,2,Eldoril,West,Eldoril West,B,Eldoril West
305,Europe,Norway,2022-01-16,8.675,2,Eldoril,West,Eldoril West,B,Eldoril West
306,Europe,Norway,2022-01-23,8.044,2,Eldoril,West,Eldoril West,B,Eldoril West
307,Europe,Norway,2022-01-30,6.861,2,Eldoril,West,Eldoril West,B,Eldoril West
308,Europe,Norway,2022-02-06,6.598,2,Eldoril,West,Eldoril West,B,Eldoril West
309,Europe,Norway,2022-02-13,7.466,2,Eldoril,West,Eldoril West,B,Eldoril West
310,Europe,Norway,2022-02-20,7.518,2,Eldoril,West,Eldoril West,B,Eldoril West
311,Europe,Norway,2022-02-27,8.491,2,Eldoril,West,Eldoril West,B,Eldoril West
312,Europe,Norway,2022-03-06,10.673,2,Eldoril,West,Eldoril West,B,Eldoril West
313,Europe,Norway,2022-03-13,14.011,2,Eldoril,West,Eldoril West,B,Eldoril West
314,Europe,Norway,2022-03-20,18.218,2,Eldoril,West,Eldoril West,B,Eldoril West
315,Europe,Norway,2022-03-27,22.686,2,Eldoril,West,Eldoril West,B,Eldoril West
316,Europe,Norway,2022-04-03,25.788,2,Eldoril,West,Eldoril West,B,Eldoril West
317,Europe,Norway,2022-04-10,27.602,2,Eldoril,West,Eldoril West,B,Eldoril West
318,Europe,Norway,2022-04-17,28.628,2,Eldoril,West,Eldoril West,B,Eldoril West
319,Europe,Norway,2022-04-24,27.76,2,Eldoril,West,Eldoril West,B,Eldoril West
320,Europe,Norway,2022-05-01,25.342,2,Eldoril,West,Eldoril West,B,Eldoril West
321,Europe,Norway,2022-05-08,22.266,2,Eldoril,West,Eldoril West,B,Eldoril West
322,Europe,Norway,2022-05-15,18.139,2,Eldoril,West,Eldoril West,B,Eldoril West
323,Europe,Norway,2022-05-22,14.301,2,Eldoril,West,Eldoril West,B,Eldoril West
324,Europe,Norway,2022-05-29,11.882,2,Eldoril,West,Eldoril West,B,Eldoril West
325,Europe,Norway,2022-06-05,9.543,2,Eldoril,West,Eldoril West,B,Eldoril West
326,Europe,Norway,2022-06-12,8.438,2,Eldoril,West,Eldoril West,B,Eldoril West
327,Europe,Norway,2022-06-19,7.624,2,Eldoril,West,Eldoril West,B,Eldoril West
328,Europe,Norway,2022-06-26,6.782,2,Eldoril,West,Eldoril West,B,Eldoril West
329,Europe,Norway,2022-07-03,7.361,2,Eldoril,West,Eldoril West,B,Eldoril West
330,Europe,Norway,2022-07-10,8.57,2,Eldoril,West,Eldoril West,B,Eldoril West
331,Europe,Norway,2022-07-17,10.095,2,Eldoril,West,Eldoril West,B,Eldoril West
332,Europe,Norway,2022-07-24,11.856,2,Eldoril,West,Eldoril West,B,Eldoril West
333,Europe,Norway,2022-07-31,13.223,2,Eldoril,West,Eldoril West,B,Eldoril West
334,Europe,Norway,2022-08-07,14.327,2,Eldoril,West,Eldoril West,B,Eldoril West
335,Europe,Norway,2022-08-14,15.01,2,Eldoril,West,Eldoril West,B,Eldoril West
336,Europe,Norway,2022-08-21,14.721,2,Eldoril,West,Eldoril West,B,Eldoril West
337,Europe,Norway,2022-08-28,14.301,2,Eldoril,West,Eldoril West,B,Eldoril West
338,Europe,Norway,2022-09-04,12.644,2,Eldoril,West,Eldoril West,B,Eldoril West
339,Europe,Norway,2022-09-11,10.594,2,Eldoril,West,Eldoril West,B,Eldoril West
340,Europe,Norway,2022-09-18,9.253,2,Eldoril,West,Eldoril West,B,Eldoril West
341,Europe,Norway,2022-09-25,7.913,2,Eldoril,West,Eldoril West,B,Eldoril West
342,Europe,Norway,2022-10-02,6.914,2,Eldoril,West,Eldoril West,B,Eldoril West
343,Europe,Norway,2022-10-09,6.046,2,Eldoril,West,Eldoril West,B,Eldoril West
344,Europe,Norway,2022-10-16,5.389,2,Eldoril,West,Eldoril West,B,Eldoril West
345,Europe,Norway,2022-10-23,5.284,2,Eldoril,West,Eldoril West,B,Eldoril West
346,Europe,Norway,2022-10-30,5.284,2,Eldoril,West,Eldoril West,B,Eldoril West
347,Europe,Norway,2022-11-06,4.837,2,Eldoril,West,Eldoril West,B,Eldoril West
348,Europe,Norway,2022-11-13,5.573,2,Eldoril,West,Eldoril West,B,Eldoril West
349,Europe,Norway,2022-11-20,6.046,2,Eldoril,West,Eldoril West,B,Eldoril West
350,Europe,Norway,2022-11-27,6.73,2,Eldoril,West,Eldoril West,B,Eldoril West
351,Europe,Norway,2022-12-04,7.387,2,Eldoril,West,Eldoril West,B,Eldoril West
352,Europe,Norway,2022-12-11,8.465,2,Eldoril,West,Eldoril West,B,Eldoril West
353,Europe,Norway,2022-12-18,9.911,2,Eldoril,West,Eldoril West,B,Eldoril West
354,Europe,Norway,2022-12-25,11.803,2,Eldoril,West,Eldoril West,B,Eldoril West
355,Europe,Norway,2023-01-01,12.829,2,Eldoril,West,Eldoril West,B,Eldoril West
356,Europe,Norway,2023-01-08,14.169,2,Eldoril,West,Eldoril West,B,Eldoril West
357,Europe,Norway,2023-01-15,15.773,2,Eldoril,West,Eldoril West,B,Eldoril West
358,Europe,Norway,2023-01-22,16.167,2,Eldoril,West,Eldoril West,B,Eldoril West
359,Europe,Norway,2023-01-29,15.562,2,Eldoril,West,Eldoril West,B,Eldoril West
360,Europe,Norway,2023-02-05,14.169,2,Eldoril,West,Eldoril West,B,Eldoril West
361,Europe,Norway,2023-02-12,12.04,2,Eldoril,West,Eldoril West,B,Eldoril West
362,Europe,Norway,2023-02-19,10.095,2,Eldoril,West,Eldoril West,B,Eldoril West
363,Europe,Norway,2023-02-26,8.018,2,Eldoril,West,Eldoril West,B,Eldoril West
364,Europe,Norway,2023-03-05,5.363,2,Eldoril,West,Eldoril West,B,Eldoril West
365,Europe,Norway,2023-03-12,3.943,2,Eldoril,West,Eldoril West,B,Eldoril West
366,Europe,Norway,2023-03-19,3.207,2,Eldoril,West,Eldoril West,B,Eldoril West
367,Europe,Norway,2023-03-26,3.049,2,Eldoril,West,Eldoril West,B,Eldoril West
368,Europe,Norway,2023-04-02,3.155,2,Eldoril,West,Eldoril West,B,Eldoril West
369,Europe,Norway,2023-04-09,3.365,2,Eldoril,West,Eldoril West,B,Eldoril West
370,Europe,Norway,2023-04-16,3.707,2,Eldoril,West,Eldoril West,B,Eldoril West
371,Europe,Norway,2023-04-23,4.18,2,Eldoril,West,Eldoril West,B,Eldoril West
372,Europe,Norway,2023-04-30,4.758,2,Eldoril,West,Eldoril West,B,Eldoril West
373,Europe,Norway,2023-05-07,5.1,2,Eldoril,West,Eldoril West,B,Eldoril West
374,Europe,Norway,2023-05-14,5.1,2,Eldoril,West,Eldoril West,B,Eldoril West
375,Europe,Norway,2023-05-21,5.047,2,Eldoril,West,Eldoril West,B,Eldoril West
376,Europe,Norway,2023-05-28,4.837,2,Eldoril,West,Eldoril West,B,Eldoril West
377,Europe,Norway,2023-06-04,4.364,2,Eldoril,West,Eldoril West,B,Eldoril West
378,Europe,Norway,2023-06-11,3.996,2,Eldoril,West,Eldoril West,B,Eldoril West
379,Europe,Norway,2023-06-18,3.155,2,Eldoril,West,Eldoril West,B,Eldoril West
380,Europe,Norway,2023-06-25,2.313,2,Eldoril,West,Eldoril West,B,Eldoril West
381,Europe,Norway,2023-07-02,1.919,2,Eldoril,West,Eldoril West,B,Eldoril West
382,Europe,Norway,2023-07-09,2.024,2,Eldoril,West,Eldoril West,B,Eldoril West
383,Europe,Norway,2023-07-16,1.788,2,Eldoril,West,Eldoril West,B,Eldoril West
384,Europe,Norway,2023-07-23,1.604,2,Eldoril,West,Eldoril West,B,Eldoril West
385,Europe,Norway,2023-07-30,1.367,2,Eldoril,West,Eldoril West,B,Eldoril West
386,Europe,Norway,2023-08-06,1.236,2,Eldoril,West,Eldoril West,B,Eldoril West
387,Europe,Norway,2023-08-13,1.42,2,Eldoril,West,Eldoril West,B,Eldoril West
388,Europe,Norway,2023-08-20,1.288,2,Eldoril,West,Eldoril West,B,Eldoril West
389,Europe,Norway,2023-08-27,0.894,2,Eldoril,West,Eldoril West,B,Eldoril West
390,Europe,Norway,2023-09-03,0.815,2,Eldoril,West,Eldoril West,B,Eldoril West
391,Europe,Norway,2023-09-10,0.92,2,Eldoril,West,Eldoril West,B,Eldoril West
392,Europe,Norway,2023-09-17,1.104,2,Eldoril,West,Eldoril West,B,Eldoril West
393,Europe,Norway,2023-09-24,1.551,2,Eldoril,West,Eldoril West,B,Eldoril West
394,Europe,Norway,2023-10-01,2.234,2,Eldoril,West,Eldoril West,B,Eldoril West
395,Europe,Norway,2023-10-08,2.918,2,Eldoril,West,Eldoril West,B,Eldoril West
396,Europe,Norway,2023-10-15,2.787,2,Eldoril,West,Eldoril West,B,Eldoril West
397,Europe,Norway,2023-10-22,2.655,2,Eldoril,West,Eldoril West,B,Eldoril West
398,Europe,Norway,2023-10-29,2.392,2,Eldoril,West,Eldoril West,B,Eldoril West
399,Europe,Norway,2023-11-05,2.077,2,Eldoril,West,Eldoril West,B,Eldoril West
400,Europe,Norway,2023-11-12,1.577,2,Eldoril,West,Eldoril West,B,Eldoril West
401,Europe,Norway,2023-11-19,0.71,2,Eldoril,West,Eldoril West,B,Eldoril West
402,Europe,Norway,2023-11-26,0.0,2,Eldoril,West,Eldoril West,B,Eldoril West
403,Europe,Norway,2023-12-03,0.0,2,Eldoril,West,Eldoril West,B,Eldoril West
404,Europe,Norway,2023-12-10,0.0,2,Eldoril,West,Eldoril West,B,Eldoril West
405,Europe,Norway,2023-12-17,0.0,2,Eldoril,West,Eldoril West,B,Eldoril West
406,Europe,Norway,2023-12-24,0.0,2,Eldoril,West,Eldoril West,B,Eldoril West
407,Europe,Norway,2023-12-31,0.0,2,Eldoril,West,Eldoril West,B,Eldoril West
408,Europe,Denmark,2020-02-09,0.0,3,Eldoril,South,Eldoril South,B,Eldoril South
409,Europe,Denmark,2020-02-16,0.0,3,Eldoril,South,Eldoril South,B,Eldoril South
410,Europe,Denmark,2020-02-23,0.0,3,Eldoril,South,Eldoril South,B,Eldoril South
411,Europe,Denmark,2020-03-01,0.0,3,Eldoril,South,Eldoril South,B,Eldoril South
412,Europe,Denmark,2020-03-08,0.0,3,Eldoril,South,Eldoril South,B,Eldoril South
413,Europe,Denmark,2020-03-15,0.049,3,Eldoril,South,Eldoril South,B,Eldoril South
414,Europe,Denmark,2020-03-22,0.51,3,Eldoril,South,Eldoril South,B,Eldoril South
415,Europe,Denmark,2020-03-29,1.579,3,Eldoril,South,Eldoril South,B,Eldoril South
416,Europe,Denmark,2020-04-05,3.91,3,Eldoril,South,Eldoril South,B,Eldoril South
417,Europe,Denmark,2020-04-12,6.314,3,Eldoril,South,Eldoril South,B,Eldoril South
418,Europe,Denmark,2020-04-19,8.403,3,Eldoril,South,Eldoril South,B,Eldoril South
419,Europe,Denmark,2020-04-26,10.152,3,Eldoril,South,Eldoril South,B,Eldoril South
420,Europe,Denmark,2020-05-03,11.487,3,Eldoril,South,Eldoril South,B,Eldoril South
421,Europe,Denmark,2020-05-10,12.264,3,Eldoril,South,Eldoril South,B,Eldoril South
422,Europe,Denmark,2020-05-17,11.754,3,Eldoril,South,Eldoril South,B,Eldoril South
423,Europe,Denmark,2020-05-24,9.86,3,Eldoril,South,Eldoril South,B,Eldoril South
424,Europe,Denmark,2020-05-31,7.699,3,Eldoril,South,Eldoril South,B,Eldoril South
425,Europe,Denmark,2020-06-07,5.999,3,Eldoril,South,Eldoril South,B,Eldoril South
426,Europe,Denmark,2020-06-14,4.493,3,Eldoril,South,Eldoril South,B,Eldoril South
427,Europe,Denmark,2020-06-21,3.181,3,Eldoril,South,Eldoril South,B,Eldoril South
428,Europe,Denmark,2020-06-28,2.04,3,Eldoril,South,Eldoril South,B,Eldoril South
429,Europe,Denmark,2020-07-05,1.53,3,Eldoril,South,Eldoril South,B,Eldoril South
430,Europe,Denmark,2020-07-12,1.166,3,Eldoril,South,Eldoril South,B,Eldoril South
431,Europe,Denmark,2020-07-19,0.971,3,Eldoril,South,Eldoril South,B,Eldoril South
432,Europe,Denmark,2020-07-26,0.631,3,Eldoril,South,Eldoril South,B,Eldoril South
433,Europe,Denmark,2020-08-02,0.437,3,Eldoril,South,Eldoril South,B,Eldoril South
434,Europe,Denmark,2020-08-09,0.413,3,Eldoril,South,Eldoril South,B,Eldoril South
435,Europe,Denmark,2020-08-16,0.413,3,Eldoril,South,Eldoril South,B,Eldoril South
436,Europe,Denmark,2020-08-23,0.364,3,Eldoril,South,Eldoril South,B,Eldoril South
437,Europe,Denmark,2020-08-30,0.364,3,Eldoril,South,Eldoril South,B,Eldoril South
438,Europe,Denmark,2020-09-06,0.389,3,Eldoril,South,Eldoril South,B,Eldoril South
439,Europe,Denmark,2020-09-13,0.413,3,Eldoril,South,Eldoril South,B,Eldoril South
440,Europe,Denmark,2020-09-20,0.486,3,Eldoril,South,Eldoril South,B,Eldoril South
441,Europe,Denmark,2020-09-27,0.753,3,Eldoril,South,Eldoril South,B,Eldoril South
442,Europe,Denmark,2020-10-04,0.801,3,Eldoril,South,Eldoril South,B,Eldoril South
443,Europe,Denmark,2020-10-11,1.117,3,Eldoril,South,Eldoril South,B,Eldoril South
444,Europe,Denmark,2020-10-18,1.336,3,Eldoril,South,Eldoril South,B,Eldoril South
445,Europe,Denmark,2020-10-25,1.773,3,Eldoril,South,Eldoril South,B,Eldoril South
446,Europe,Denmark,2020-11-01,2.21,3,Eldoril,South,Eldoril South,B,Eldoril South
447,Europe,Denmark,2020-11-08,2.55,3,Eldoril,South,Eldoril South,B,Eldoril South
448,Europe,Denmark,2020-11-15,2.647,3,Eldoril,South,Eldoril South,B,Eldoril South
449,Europe,Denmark,2020-11-22,3.084,3,Eldoril,South,Eldoril South,B,Eldoril South
450,Europe,Denmark,2020-11-29,3.789,3,Eldoril,South,Eldoril South,B,Eldoril South
451,Europe,Denmark,2020-12-06,4.833,3,Eldoril,South,Eldoril South,B,Eldoril South
452,Europe,Denmark,2020-12-13,5.707,3,Eldoril,South,Eldoril South,B,Eldoril South
453,Europe,Denmark,2020-12-20,7.237,3,Eldoril,South,Eldoril South,B,Eldoril South
454,Europe,Denmark,2020-12-27,10.03,3,Eldoril,South,Eldoril South,B,Eldoril South
455,Europe,Denmark,2021-01-03,14.135,3,Eldoril,South,Eldoril South,B,Eldoril South
456,Europe,Denmark,2021-01-10,18.336,3,Eldoril,South,Eldoril South,B,Eldoril South
457,Europe,Denmark,2021-01-17,22.295,3,Eldoril,South,Eldoril South,B,Eldoril South
458,Europe,Denmark,2021-01-24,26.35,3,Eldoril,South,Eldoril South,B,Eldoril South
459,Europe,Denmark,2021-01-31,28.293,3,Eldoril,South,Eldoril South,B,Eldoril South
460,Europe,Denmark,2021-02-07,28.9,3,Eldoril,South,Eldoril South,B,Eldoril South
461,Europe,Denmark,2021-02-14,27.322,3,Eldoril,South,Eldoril South,B,Eldoril South
462,Europe,Denmark,2021-02-21,23.995,3,Eldoril,South,Eldoril South,B,Eldoril South
463,Europe,Denmark,2021-02-28,19.817,3,Eldoril,South,Eldoril South,B,Eldoril South
464,Europe,Denmark,2021-03-07,15.3,3,Eldoril,South,Eldoril South,B,Eldoril South
465,Europe,Denmark,2021-03-14,10.224,3,Eldoril,South,Eldoril South,B,Eldoril South
466,Europe,Denmark,2021-03-21,7.116,3,Eldoril,South,Eldoril South,B,Eldoril South
467,Europe,Denmark,2021-03-28,4.809,3,Eldoril,South,Eldoril South,B,Eldoril South
468,Europe,Denmark,2021-04-04,3.497,3,Eldoril,South,Eldoril South,B,Eldoril South
469,Europe,Denmark,2021-04-11,2.574,3,Eldoril,South,Eldoril South,B,Eldoril South
470,Europe,Denmark,2021-04-18,2.283,3,Eldoril,South,Eldoril South,B,Eldoril South
471,Europe,Denmark,2021-04-25,2.356,3,Eldoril,South,Eldoril South,B,Eldoril South
472,Europe,Denmark,2021-05-02,2.404,3,Eldoril,South,Eldoril South,B,Eldoril South
473,Europe,Denmark,2021-05-09,2.38,3,Eldoril,South,Eldoril South,B,Eldoril South
474,Europe,Denmark,2021-05-16,2.161,3,Eldoril,South,Eldoril South,B,Eldoril South
475,Europe,Denmark,2021-05-23,1.919,3,Eldoril,South,Eldoril South,B,Eldoril South
476,Europe,Denmark,2021-05-30,1.87,3,Eldoril,South,Eldoril South,B,Eldoril South
477,Europe,Denmark,2021-06-06,1.603,3,Eldoril,South,Eldoril South,B,Eldoril South
478,Europe,Denmark,2021-06-13,1.239,3,Eldoril,South,Eldoril South,B,Eldoril South
479,Europe,Denmark,2021-06-20,0.996,3,Eldoril,South,Eldoril South,B,Eldoril South
480,Europe,Denmark,2021-06-27,0.826,3,Eldoril,South,Eldoril South,B,Eldoril South
481,Europe,Denmark,2021-07-04,0.85,3,Eldoril,South,Eldoril South,B,Eldoril South
482,Europe,Denmark,2021-07-11,0.777,3,Eldoril,South,Eldoril South,B,Eldoril South
483,Europe,Denmark,2021-07-18,0.631,3,Eldoril,South,Eldoril South,B,Eldoril South
484,Europe,Denmark,2021-07-25,0.583,3,Eldoril,South,Eldoril South,B,Eldoril South
485,Europe,Denmark,2021-08-01,0.583,3,Eldoril,South,Eldoril South,B,Eldoril South
486,Europe,Denmark,2021-08-08,0.534,3,Eldoril,South,Eldoril South,B,Eldoril South
487,Europe,Denmark,2021-08-15,0.68,3,Eldoril,South,Eldoril South,B,Eldoril South
488,Europe,Denmark,2021-08-22,0.656,3,Eldoril,South,Eldoril South,B,Eldoril South
489,Europe,Denmark,2021-08-29,0.923,3,Eldoril,South,Eldoril South,B,Eldoril South
490,Europe,Denmark,2021-09-05,1.166,3,Eldoril,South,Eldoril South,B,Eldoril South
491,Europe,Denmark,2021-09-12,1.676,3,Eldoril,South,Eldoril South,B,Eldoril South
492,Europe,Denmark,2021-09-19,1.846,3,Eldoril,South,Eldoril South,B,Eldoril South
493,Europe,Denmark,2021-09-26,2.137,3,Eldoril,South,Eldoril South,B,Eldoril South
494,Europe,Denmark,2021-10-03,2.526,3,Eldoril,South,Eldoril South,B,Eldoril South
495,Europe,Denmark,2021-10-10,2.55,3,Eldoril,South,Eldoril South,B,Eldoril South
496,Europe,Denmark,2021-10-17,2.501,3,Eldoril,South,Eldoril South,B,Eldoril South
497,Europe,Denmark,2021-10-24,2.599,3,Eldoril,South,Eldoril South,B,Eldoril South
498,Europe,Denmark,2021-10-31,2.477,3,Eldoril,South,Eldoril South,B,Eldoril South
499,Europe,Denmark,2021-11-07,2.671,3,Eldoril,South,Eldoril South,B,Eldoril South
500,Europe,Denmark,2021-11-14,2.914,3,Eldoril,South,Eldoril South,B,Eldoril South
501,Europe,Denmark,2021-11-21,3.497,3,Eldoril,South,Eldoril South,B,Eldoril South
502,Europe,Denmark,2021-11-28,4.712,3,Eldoril,South,Eldoril South,B,Eldoril South
503,Europe,Denmark,2021-12-05,6.29,3,Eldoril,South,Eldoril South,B,Eldoril South
504,Europe,Denmark,2021-12-12,7.48,3,Eldoril,South,Eldoril South,B,Eldoril South
505,Europe,Denmark,2021-12-19,8.597,3,Eldoril,South,Eldoril South,B,Eldoril South
506,Europe,Denmark,2021-12-26,11.22,3,Eldoril,South,Eldoril South,B,Eldoril South
507,Europe,Denmark,2022-01-02,12.434,3,Eldoril,South,Eldoril South,B,Eldoril South
508,Europe,Denmark,2022-01-09,13.697,3,Eldoril,South,Eldoril South,B,Eldoril South
509,Europe,Denmark,2022-01-16,15.082,3,Eldoril,South,Eldoril South,B,Eldoril South
510,Europe,Denmark,2022-01-23,15.956,3,Eldoril,South,Eldoril South,B,Eldoril South
511,Europe,Denmark,2022-01-30,17.292,3,Eldoril,South,Eldoril South,B,Eldoril South
512,Europe,Denmark,2022-02-06,19.332,3,Eldoril,South,Eldoril South,B,Eldoril South
513,Europe,Denmark,2022-02-13,20.425,3,Eldoril,South,Eldoril South,B,Eldoril South
514,Europe,Denmark,2022-02-20,24.432,3,Eldoril,South,Eldoril South,B,Eldoril South
515,Europe,Denmark,2022-02-27,28.342,3,Eldoril,South,Eldoril South,B,Eldoril South
516,Europe,Denmark,2022-03-06,32.689,3,Eldoril,South,Eldoril South,B,Eldoril South
517,Europe,Denmark,2022-03-13,37.206,3,Eldoril,South,Eldoril South,B,Eldoril South
518,Europe,Denmark,2022-03-20,40.266,3,Eldoril,South,Eldoril South,B,Eldoril South
519,Europe,Denmark,2022-03-27,41.772,3,Eldoril,South,Eldoril South,B,Eldoril South
520,Europe,Denmark,2022-04-03,41.456,3,Eldoril,South,Eldoril South,B,Eldoril South
521,Europe,Denmark,2022-04-10,39.028,3,Eldoril,South,Eldoril South,B,Eldoril South
522,Europe,Denmark,2022-04-17,35.142,3,Eldoril,South,Eldoril South,B,Eldoril South
523,Europe,Denmark,2022-04-24,30.163,3,Eldoril,South,Eldoril South,B,Eldoril South
524,Europe,Denmark,2022-05-01,25.015,3,Eldoril,South,Eldoril South,B,Eldoril South
525,Europe,Denmark,2022-05-08,20.862,3,Eldoril,South,Eldoril South,B,Eldoril South
526,Europe,Denmark,2022-05-15,17.049,3,Eldoril,South,Eldoril South,B,Eldoril South
527,Europe,Denmark,2022-05-22,13.965,3,Eldoril,South,Eldoril South,B,Eldoril South
528,Europe,Denmark,2022-05-29,11.293,3,Eldoril,South,Eldoril South,B,Eldoril South
529,Europe,Denmark,2022-06-05,9.544,3,Eldoril,South,Eldoril South,B,Eldoril South
530,Europe,Denmark,2022-06-12,8.039,3,Eldoril,South,Eldoril South,B,Eldoril South
531,Europe,Denmark,2022-06-19,6.436,3,Eldoril,South,Eldoril South,B,Eldoril South
532,Europe,Denmark,2022-06-26,5.052,3,Eldoril,South,Eldoril South,B,Eldoril South
533,Europe,Denmark,2022-07-03,4.639,3,Eldoril,South,Eldoril South,B,Eldoril South
534,Europe,Denmark,2022-07-10,4.76,3,Eldoril,South,Eldoril South,B,Eldoril South
535,Europe,Denmark,2022-07-17,4.979,3,Eldoril,South,Eldoril South,B,Eldoril South
536,Europe,Denmark,2022-07-24,5.319,3,Eldoril,South,Eldoril South,B,Eldoril South
537,Europe,Denmark,2022-07-31,5.974,3,Eldoril,South,Eldoril South,B,Eldoril South
538,Europe,Denmark,2022-08-07,7.359,3,Eldoril,South,Eldoril South,B,Eldoril South
539,Europe,Denmark,2022-08-14,8.694,3,Eldoril,South,Eldoril South,B,Eldoril South
540,Europe,Denmark,2022-08-21,9.132,3,Eldoril,South,Eldoril South,B,Eldoril South
541,Europe,Denmark,2022-08-28,9.302,3,Eldoril,South,Eldoril South,B,Eldoril South
542,Europe,Denmark,2022-09-04,9.374,3,Eldoril,South,Eldoril South,B,Eldoril South
543,Europe,Denmark,2022-09-11,9.107,3,Eldoril,South,Eldoril South,B,Eldoril South
544,Europe,Denmark,2022-09-18,8.427,3,Eldoril,South,Eldoril South,B,Eldoril South
545,Europe,Denmark,2022-09-25,7.383,3,Eldoril,South,Eldoril South,B,Eldoril South
546,Europe,Denmark,2022-10-02,6.752,3,Eldoril,South,Eldoril South,B,Eldoril South
547,Europe,Denmark,2022-10-09,6.679,3,Eldoril,South,Eldoril South,B,Eldoril South
548,Europe,Denmark,2022-10-16,6.824,3,Eldoril,South,Eldoril South,B,Eldoril South
549,Europe,Denmark,2022-10-23,7.747,3,Eldoril,South,Eldoril South,B,Eldoril South
550,Europe,Denmark,2022-10-30,8.67,3,Eldoril,South,Eldoril South,B,Eldoril South
551,Europe,Denmark,2022-11-06,9.69,3,Eldoril,South,Eldoril South,B,Eldoril South
552,Europe,Denmark,2022-11-13,9.957,3,Eldoril,South,Eldoril South,B,Eldoril South
553,Europe,Denmark,2022-11-20,9.714,3,Eldoril,South,Eldoril South,B,Eldoril South
554,Europe,Denmark,2022-11-27,9.472,3,Eldoril,South,Eldoril South,B,Eldoril South
555,Europe,Denmark,2022-12-04,8.792,3,Eldoril,South,Eldoril South,B,Eldoril South
556,Europe,Denmark,2022-12-11,8.039,3,Eldoril,South,Eldoril South,B,Eldoril South
557,Europe,Denmark,2022-12-18,7.602,3,Eldoril,South,Eldoril South,B,Eldoril South
558,Europe,Denmark,2022-12-25,7.699,3,Eldoril,South,Eldoril South,B,Eldoril South
559,Europe,Denmark,2023-01-01,8.573,3,Eldoril,South,Eldoril South,B,Eldoril South
560,Europe,Denmark,2023-01-08,10.467,3,Eldoril,South,Eldoril South,B,Eldoril South
